,property_type,sector,price,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
2669,flat,sector 99,0.92,2.0,2.0,3+,22.0,Under Construction,1235.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
2670,house,sector 26,16.0,5.0,6.0,3,2.0,Old Property,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2671,flat,sector 37d,1.8,4.0,3.0,3,18.0,Relatively New,2025.0,1.0,1.0,0.0,1.0,0.0,0.0,49.0
2672,flat,sector 86,0.8,2.0,2.0,0,1.0,Relatively New,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2673,house,sector 9,0.6,3.0,3.0,1,2.0,Relatively New,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2674,house,sector 43,27.5,6.0,7.0,3+,3.0,Relatively New,11286.0,1.0,1.0,0.0,1.0,1.0,1.0,42.0
2675,flat,sector 89,1.1,2.0,2.0,2,3.0,New Property,1226.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0
2676,flat,sector 102,1.6,2.0,2.0,3,14.0,Moderately Old,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,house,sector 26,7.0,5.0,5.0,2,3.0,Relatively New,1783.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0
2678,flat,sector 86,1.3,2.0,3.0,3,5.0,Relatively New,944.0,1.0,0.0,0.0,0.0,0.0,1.0,45.0
2679,flat,sector 2,1.59,3.0,4.0,3+,11.0,Moderately Old,1738.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
2680,flat,sector 33,1.08,2.0,2.0,3,8.0,Under Construction,85.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
2681,flat,sector 63,3.25,3.0,3.0,3,4.0,New Property,2700.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0
2682,house,sector 3,0.9,3.0,3.0,0,2.0,Moderately Old,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2683,flat,sector 88a,1.15,2.0,2.0,1,12.0,New Property,120.0,1.0,0.0,0.0,0.0,0.0,0.0,79.0
2684,flat,sector 61,1.47,2.0,2.0,2,4.0,Under Construction,1278.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0
2685,flat,sector 81,2.2,3.0,4.0,3+,8.0,Relatively New,2481.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0
2686,flat,sector 33,1.31,2.0,2.0,2,4.0,Under Construction,85.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
2687,flat,sector 103,0.89,2.0,3.0,3,1.0,Relatively New,1257.0,0.0,1.0,0.0,0.0,0.0,1.0,75.0
2688,house,sector 24,1.44,4.0,2.0,2,1.0,Old Property,540.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2689,house,sector 108,1.34,1.0,1.0,0,1.0,Relatively New,2680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2690,house,sector 7,0.53,2.0,2.0,0,1.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2691,flat,sector 102,1.82,3.0,4.0,3+,12.0,Relatively New,1757.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0
2692,flat,sector 68,0.8,2.0,2.0,3+,14.0,New Property,1180.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0
2693,flat,sector 56,1.39,3.0,2.0,3,6.0,Old Property,1750.0,0.0,1.0,0.0,1.0,0.0,1.0,89.0
2694,flat,sector 50,1.88,3.0,3.0,3+,14.0,Moderately Old,1790.0,0.0,0.0,0.0,0.0,1.0,1.0,174.0
2695,flat,sector 65,2.79,3.0,3.0,3,26.0,New Property,1969.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2696,flat,sector 61,2.5,3.0,3.0,1,1.0,Under Construction,1549.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
2697,flat,sector 31,1.25,2.0,2.0,2,2.0,Old Property,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
2698,flat,sector 107,0.37,2.0,2.0,1,10.0,Relatively New,496.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
2699,flat,sector 33,0.4,2.0,2.0,2,4.0,Under Construction,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,flat,manesar,0.9,3.0,3.0,3,2.0,Old Property,1900.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0
2701,flat,sector 28,2.35,3.0,3.0,2,18.0,Old Property,1608.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0
2702,house,sector 26,17.3,6.0,7.0,3+,3.0,New Property,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,124.0
2703,house,sector 25,6.5,5.0,5.0,3+,3.0,Old Property,1800.0,1.0,1.0,1.0,1.0,0.0,1.0,134.0
2704,flat,sector 43,1.5,3.0,3.0,3+,7.0,Old Property,1385.0,0.0,0.0,1.0,0.0,0.0,1.0,174.0
2705,flat,sector 85,1.73,4.0,5.0,3+,8.0,Relatively New,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0
2706,flat,sector 72,5.0,4.0,4.0,3+,2.0,New Property,4000.0,1.0,1.0,1.0,0.0,0.0,1.0,174.0
2707,flat,sector 69,1.7,4.0,4.0,2,10.0,Relatively New,1804.0,1.0,1.0,1.0,1.0,0.0,0.0,174.0
2708,flat,sector 61,2.57,3.0,3.0,2,3.0,Under Construction,1630.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2709,flat,sector 85,2.2,4.0,6.0,3,10.0,Relatively New,3920.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
2710,flat,sector 86,1.55,4.0,4.0,3+,12.0,Moderately Old,2038.0,0.0,1.0,0.0,1.0,0.0,1.0,120.0
2711,flat,sector 95,0.6,2.0,2.0,3,10.0,Relatively New,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2712,flat,sector 70a,2.55,3.0,3.0,3,20.0,New Property,2000.0,0.0,1.0,0.0,1.0,1.0,1.0,150.0
2713,flat,manesar,1.25,3.0,3.0,3+,6.0,Moderately Old,2944.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0
2714,flat,sector 104,1.35,3.0,2.0,2,18.0,New Property,1094.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
2715,flat,sector 3,0.58,2.0,2.0,2,2.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
2716,flat,sector 80,0.85,1.0,1.0,1,15.0,Relatively New,761.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2717,flat,sector 22,3.5,3.0,4.0,3+,8.0,New Property,2000.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0
2718,flat,sector 48,1.42,3.0,3.0,3,1.0,Moderately Old,1493.0,0.0,0.0,1.0,0.0,0.0,2.0,174.0
2719,flat,sector 72,3.5,4.0,5.0,3+,10.0,Relatively New,2625.0,0.0,1.0,0.0,0.0,1.0,0.0,38.0
2720,flat,sector 79,1.47,2.0,2.0,3,9.0,New Property,93.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0
2721,flat,sohna road,0.73,2.0,2.0,3,5.0,Relatively New,978.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0
2722,house,sector 25,4.45,4.0,3.0,3+,2.0,Moderately Old,1350.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0
2723,house,sector 103,2.25,3.0,5.0,3+,10.0,Relatively New,3534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2724,flat,sector 69,1.65,3.0,3.0,2,1.0,Relatively New,1578.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0
2725,house,sector 7,0.75,3.0,5.0,3,3.0,Moderately Old,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2726,flat,sector 79,0.78,2.0,2.0,3+,0.0,New Property,1172.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0
2727,flat,sector 50,1.05,2.0,2.0,2,2.0,Moderately Old,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
2728,flat,sector 56,1.54,3.0,3.0,2,6.0,Old Property,1920.0,0.0,1.0,0.0,1.0,0.0,1.0,104.0
2729,flat,sector 50,2.35,3.0,3.0,3+,8.0,Moderately Old,1950.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0
2730,flat,sector 69,1.85,4.0,4.0,2,14.0,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,1.0,157.0
2731,flat,sector 84,0.34,2.0,2.0,1,3.0,Relatively New,533.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0
2732,flat,sector 95,0.25,1.0,1.0,1,4.0,New Property,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2733,flat,sector 4,1.05,3.0,2.0,2,2.0,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2734,house,sector 50,11.29,5.0,5.0,3+,2.0,Moderately Old,3240.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0
2735,house,sector 52,8.0,6.0,5.0,3+,4.0,Moderately Old,3132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2736,flat,sector 2,0.4,1.0,1.0,1,5.0,Moderately Old,450.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0
2737,flat,sector 37,1.5,3.0,4.0,3+,14.0,New Property,2134.0,0.0,1.0,0.0,0.0,1.0,0.0,83.0
2738,flat,sector 106,1.5,4.0,6.0,3+,11.0,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
2739,house,sector 5,3.5,5.0,4.0,2,2.0,Old Property,2367.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0
2740,flat,sector 21,1.3,5.0,5.0,2,2.0,Old Property,2400.0,1.0,1.0,1.0,0.0,0.0,1.0,42.0
2741,house,sector 15,1.8,4.0,3.0,1,1.0,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2742,flat,sector 99,1.23,3.0,5.0,3,5.0,Relatively New,1807.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0
2743,flat,sector 92,0.85,3.0,2.0,2,14.0,Moderately Old,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2744,flat,sector 22,3.99,3.0,5.0,3+,3.0,New Property,2796.0,0.0,1.0,0.0,0.0,0.0,2.0,102.0
2745,flat,sector 84,0.3,1.0,1.0,1,14.0,New Property,500.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
2746,flat,sector 79,0.83,2.0,2.0,3,5.0,New Property,1700.0,1.0,0.0,0.0,0.0,0.0,2.0,49.0
2747,house,sector 9,4.5,9.0,9.0,3+,3.0,Relatively New,3150.0,1.0,0.0,0.0,1.0,1.0,1.0,38.0
2748,flat,sector 84,0.35,2.0,2.0,2,4.0,Relatively New,537.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2749,flat,sector 89,1.85,3.0,3.0,3+,12.0,New Property,1946.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
2750,flat,sector 61,1.6,2.0,2.0,2,4.0,Under Construction,1278.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2751,flat,sector 84,0.79,3.0,3.0,3+,8.0,New Property,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
2752,flat,sector 36,0.65,2.0,2.0,2,7.0,Relatively New,657.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
2753,flat,sector 110,1.6,2.0,2.0,2,1.0,Relatively New,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2754,flat,sector 85,2.0,3.0,4.0,3,5.0,Relatively New,2026.0,0.0,1.0,0.0,0.0,0.0,0.0,156.0
2755,house,sector 9,0.5,3.0,2.0,1,1.0,Old Property,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2756,flat,sector 89,1.5,3.0,3.0,3,2.0,New Property,1944.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
2757,flat,sector 90,1.51,4.0,4.0,3+,6.0,Relatively New,2362.0,0.0,1.0,0.0,1.0,0.0,1.0,142.0
2758,flat,sector 81,2.25,3.0,4.0,3+,8.0,Relatively New,2300.0,1.0,1.0,1.0,0.0,0.0,1.0,122.0
2759,flat,sector 79,1.55,3.0,4.0,3,11.0,Relatively New,1416.0,0.0,1.0,0.0,0.0,0.0,1.0,152.0
2760,flat,sector 91,1.65,4.0,4.0,3+,11.0,Moderately Old,2139.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0
2761,flat,sector 67,3.5,3.0,4.0,3+,15.0,Relatively New,2134.0,0.0,1.0,0.0,0.0,0.0,1.0,158.0
2762,house,sector 28,2.58,4.0,2.0,2,2.0,Relatively New,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2763,flat,sector 103,1.1,3.0,3.0,3+,7.0,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
2764,flat,manesar,0.5,2.0,2.0,0,7.0,Under Construction,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2765,flat,sector 85,1.05,2.0,2.0,3,11.0,Relatively New,1484.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
2766,flat,sector 67a,0.55,2.0,2.0,2,3.0,Relatively New,581.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
2767,flat,sector 90,0.7,2.0,2.0,3,9.0,New Property,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0
2768,flat,sector 81,1.0,2.0,2.0,2,7.0,Relatively New,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
2769,flat,sector 54,1.75,3.0,4.0,3+,5.0,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,1.0,83.0
2770,flat,sohna road,0.9,3.0,3.0,3,3.0,Relatively New,1599.0,0.0,0.0,0.0,1.0,0.0,0.0,96.0
2771,flat,sector 103,1.01,2.0,2.0,3,5.0,Relatively New,1338.0,0.0,0.0,1.0,0.0,0.0,1.0,165.0
2772,house,sector 109,9.5,5.0,5.0,3+,2.0,Relatively New,3600.0,1.0,1.0,1.0,1.0,0.0,0.0,133.0
2773,house,sector 28,9.0,6.0,7.0,3+,3.0,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,67.0
2774,house,sector 82,3.2,3.0,4.0,3,1.0,New Property,2160.0,1.0,1.0,1.0,1.0,0.0,0.0,66.0
2775,flat,sector 106,0.97,2.0,2.0,3,6.0,New Property,1200.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0
2776,house,sector 48,7.35,4.0,5.0,2,2.0,Moderately Old,3222.0,1.0,1.0,1.0,1.0,0.0,1.0,144.0
2777,flat,sector 92,0.82,3.0,3.0,3+,12.0,New Property,1523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2778,house,sector 8,0.32,2.0,3.0,1,1.0,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2779,flat,sector 86,1.4,4.0,4.0,3+,20.0,Relatively New,2132.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0
2780,flat,sector 70,2.35,4.0,4.0,3+,8.0,Moderately Old,2667.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
2781,flat,sector 33,3.3,3.0,3.0,3,2.0,Under Construction,2667.0,1.0,1.0,1.0,1.0,0.0,0.0,61.0
2782,flat,sector 61,2.0,3.0,3.0,2,3.0,New Property,1721.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0
2783,flat,sector 82a,2.7,4.0,4.0,3+,18.0,Moderately Old,2576.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0
2784,house,sector 82,5.0,4.0,4.0,3+,3.0,Relatively New,3240.0,0.0,1.0,1.0,1.0,0.0,0.0,24.0
2785,house,sector 4,0.65,1.0,1.0,1,1.0,Moderately Old,70.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0
2786,flat,sector 72,3.4,3.0,4.0,3+,9.0,Moderately Old,2185.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0
2787,flat,sector 111,3.9,4.0,5.0,3+,6.0,Relatively New,2996.0,0.0,1.0,0.0,0.0,0.0,2.0,160.0
2788,flat,sector 66,1.51,2.0,2.0,2,5.0,Relatively New,1188.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0
2789,flat,sector 86,1.6,3.0,3.0,1,14.0,Relatively New,1746.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0
2790,flat,sector 92,1.25,3.0,3.0,3,18.0,Under Construction,2278.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0
2791,flat,sohna road,0.4,2.0,2.0,1,0.0,New Property,669.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0
2792,flat,sector 37,1.1,3.0,4.0,3,9.0,Relatively New,1899.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0
2793,flat,sector 83,1.0,3.0,3.0,2,2.0,Relatively New,1575.0,0.0,0.0,1.0,0.0,0.0,1.0,174.0
2794,flat,sector 79,1.93,3.0,4.0,3+,5.0,Relatively New,2047.0,0.0,1.0,0.0,0.0,0.0,0.0,158.0
2795,flat,sector 85,1.05,2.0,2.0,3+,7.0,Relatively New,1512.0,0.0,0.0,1.0,0.0,0.0,0.0,144.0
2796,flat,sector 68,0.82,2.0,2.0,3+,21.0,Under Construction,1068.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0
2797,flat,sector 85,0.55,2.0,2.0,2,5.0,Relatively New,1050.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0
2798,house,sector 103,3.15,4.0,5.0,0,12.0,Relatively New,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
2799,flat,sector 102,1.6,3.0,3.0,3,8.0,Relatively New,1315.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
2800,flat,sector 47,2.4,3.0,3.0,3+,10.0,Moderately Old,1888.0,0.0,1.0,0.0,0.0,0.0,1.0,120.0
2801,flat,sector 90,1.3,4.0,5.0,2,9.0,Relatively New,2134.0,1.0,1.0,0.0,0.0,0.0,0.0,110.0
2802,house,sector 106,5.6,5.0,4.0,3+,33.0,New Property,4000.0,1.0,1.0,1.0,1.0,0.0,0.0,151.0
2803,flat,sector 48,1.8,3.0,4.0,3,3.0,Moderately Old,1951.0,1.0,0.0,0.0,0.0,0.0,1.0,76.0
2804,flat,sector 109,1.68,3.0,3.0,3+,7.0,Moderately Old,2303.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0
2805,house,sector 49,6.75,5.0,4.0,2,2.0,New Property,4500.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
2806,flat,sector 76,1.46,4.0,6.0,3+,8.0,New Property,2398.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0
2807,flat,sector 78,1.2,3.0,3.0,2,8.0,Moderately Old,2045.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0
2808,flat,sector 11,0.36,2.0,2.0,0,15.0,Relatively New,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2809,flat,sohna road,0.25,2.0,2.0,1,0.0,Relatively New,535.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0
2810,flat,sector 4,0.39,2.0,2.0,1,1.0,Relatively New,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2811,house,sector 7,0.45,3.0,2.0,0,1.0,Old Property,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2812,house,sector 43,10.85,8.0,8.0,3,3.0,Moderately Old,3762.0,1.0,1.0,1.0,1.0,0.0,2.0,160.0
2813,house,sector 11,0.9,2.0,4.0,3+,4.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2814,flat,sector 85,1.3,2.0,2.0,2,17.0,New Property,1484.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
2815,flat,sector 90,2.0,4.0,4.0,3+,20.0,Moderately Old,2468.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0
2816,flat,sector 72,3.85,4.0,5.0,3+,13.0,Relatively New,2629.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
2817,flat,sector 107,0.28,2.0,2.0,2,6.0,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
2818,house,sector 48,4.75,7.0,7.0,3,2.0,Moderately Old,2340.0,1.0,0.0,0.0,0.0,0.0,1.0,33.0
2819,flat,sector 92,0.5,2.0,2.0,2,2.0,Relatively New,905.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0
2820,flat,sector 70a,1.3,2.0,2.0,3,19.0,Moderately Old,1426.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
2821,flat,sector 89,1.2,3.0,3.0,2,2.0,New Property,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
2822,flat,sector 112,2.5,2.0,2.0,3,10.0,Relatively New,1939.03,1.0,0.0,0.0,1.0,0.0,1.0,174.0
2823,flat,sector 88,0.92,2.0,2.0,3,3.0,New Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
2824,house,sector 12,2.9,7.0,7.0,3,2.0,Old Property,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2825,flat,sector 68,1.25,2.0,2.0,3,4.0,New Property,938.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
2826,flat,sector 102,2.1,3.0,4.0,3+,10.0,Relatively New,1945.0,1.0,1.0,0.0,0.0,0.0,0.0,53.0
2827,house,sector 23,5.65,7.0,7.0,3+,2.0,Moderately Old,5000.0,0.0,1.0,0.0,1.0,0.0,0.0,68.0
2828,flat,sector 106,1.25,3.0,4.0,3,14.0,Relatively New,1305.0,1.0,1.0,0.0,0.0,0.0,0.0,167.0
2829,flat,sector 102,1.3,3.0,3.0,3,4.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,1.0,125.0
2830,flat,sector 90,1.2,3.0,3.0,3+,15.0,Relatively New,1747.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2831,flat,sector 11,0.33,2.0,2.0,0,11.0,Relatively New,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2832,flat,gwal pahari,1.38,3.0,3.0,2,1.0,Relatively New,1294.0,0.0,0.0,0.0,0.0,0.0,1.0,151.0
2833,flat,sector 37,1.2,3.0,4.0,3,8.0,Relatively New,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0
2834,flat,sector 2,1.55,3.0,4.0,3+,4.0,Old Property,1738.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0
2835,flat,sector 85,1.04,2.0,2.0,3,17.0,New Property,1550.0,0.0,0.0,0.0,0.0,1.0,0.0,145.0
2836,house,sector 66,11.0,5.0,6.0,3+,2.0,New Property,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,153.0
2837,flat,sector 2,1.0,2.0,3.0,0,1.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2838,flat,manesar,1.65,4.0,3.0,3,8.0,New Property,3111.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0
2839,flat,sector 102,1.91,3.0,4.0,2,17.0,Relatively New,1587.0,1.0,1.0,0.0,0.0,0.0,1.0,152.0
2840,flat,sector 2,0.35,2.0,2.0,2,8.0,Relatively New,800.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2841,house,sector 70a,6.5,4.0,4.0,3+,2.0,New Property,2332.0,1.0,1.0,0.0,1.0,0.0,1.0,160.0
2842,house,sector 50,8.45,3.0,3.0,2,2.0,Old Property,3231.0,1.0,1.0,0.0,0.0,0.0,1.0,102.0
2843,flat,sector 106,1.4,3.0,4.0,3+,12.0,Under Construction,1593.0,1.0,1.0,0.0,0.0,1.0,0.0,55.0
2844,flat,sector 28,1.35,2.0,2.0,2,14.0,Old Property,1120.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0
2845,flat,sector 37,1.0,3.0,3.0,3+,8.0,Relatively New,1708.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
2846,house,sector 37d,1.27,3.0,3.0,3,4.0,Under Construction,1570.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0
2847,flat,gwal pahari,1.0,2.0,2.0,2,3.0,New Property,833.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0
2848,house,sector 50,5.0,6.0,5.0,3+,2.0,New Property,2159.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2849,flat,sector 83,1.04,3.0,2.0,2,2.0,Moderately Old,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
2850,flat,sector 78,0.95,3.0,3.0,2,9.0,Relatively New,1730.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0
2851,house,sector 12,1.7,5.0,5.0,3,3.0,Moderately Old,2000.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0
2852,flat,sector 67,3.15,3.0,4.0,3+,15.0,Relatively New,2219.0,0.0,1.0,0.0,1.0,0.0,1.0,149.0
2853,flat,sector 109,1.97,4.0,4.0,2,11.0,Relatively New,2380.0,0.0,1.0,0.0,1.0,0.0,0.0,49.0
2854,flat,sector 68,1.32,2.0,2.0,3,15.0,Relatively New,1364.0,1.0,0.0,0.0,0.0,0.0,0.0,120.0
2855,flat,sector 2,1.36,3.0,3.0,3+,5.0,Moderately Old,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
2856,flat,sector 104,1.58,2.0,3.0,3,11.0,Relatively New,1538.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0
2857,house,sector 3,0.6,1.0,1.0,0,1.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2858,house,sector 57,3.3,4.0,4.0,2,3.0,Moderately Old,1728.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0
2859,flat,sector 83,0.87,2.0,2.0,2,3.0,Moderately Old,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
2860,flat,sector 81,0.4,2.0,2.0,1,12.0,Relatively New,586.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
2861,flat,sector 107,1.45,3.0,4.0,3+,7.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0
2862,flat,sector 106,1.34,4.0,5.0,3+,7.0,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
2863,flat,sector 81,1.4,3.0,3.0,3+,6.0,Relatively New,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
2864,house,sector 50,7.0,4.0,4.0,2,3.0,Old Property,3400.0,0.0,1.0,0.0,0.0,0.0,0.0,118.0
2865,house,sector 14,5.5,5.0,4.0,2,2.0,Old Property,3240.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0
2866,flat,sector 65,1.95,2.0,2.0,3,16.0,Under Construction,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
2867,flat,sector 102,1.45,3.0,3.0,3,10.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
2868,flat,sector 14,1.7,5.0,5.0,2,2.0,Old Property,2556.0,1.0,0.0,1.0,1.0,0.0,2.0,71.0
2869,house,sector 25,6.5,3.0,9.0,3+,3.0,Old Property,1935.0,1.0,1.0,1.0,1.0,0.0,1.0,142.0
2870,flat,sector 69,1.37,3.0,3.0,1,12.0,Relatively New,1568.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0
2871,house,sector 25,16.0,6.0,5.0,2,3.0,Relatively New,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2872,flat,sector 23,0.16,2.0,2.0,2,1.0,Moderately Old,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2873,flat,sector 110,4.49,5.0,5.0,3+,4.0,Relatively New,3511.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
