,property_type,sector,price,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
0,flat,sector 36,0.82,3.0,2.0,2,2.0,New Property,850.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1,flat,sector 89,0.95,2.0,2.0,2,4.0,New Property,1226.0,1.0,1.0,0.0,0.0,0.0,0.0,38.0
2,flat,sector 86,0.46,2.0,2.0,1,0.0,Under Construction,681.41,0.0,0.0,0.0,0.0,0.0,0.0,15.0
3,flat,sohna road,0.32,2.0,2.0,1,17.0,New Property,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
4,flat,sector 92,1.6,3.0,4.0,3+,10.0,Relatively New,1615.0,0.0,1.0,0.0,0.0,1.0,1.0,174.0
5,flat,sector 102,0.48,2.0,2.0,1,5.0,Relatively New,582.0,0.0,0.0,1.0,0.0,0.0,0.0,159.0
6,flat,gwal pahari,7.5,4.0,4.0,3+,20.0,New Property,4842.0,0.0,1.0,0.0,1.0,1.0,1.0,49.0
7,flat,sector 108,2.0,3.0,3.0,3+,14.0,Relatively New,2116.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0
8,flat,sector 102,1.9,3.0,4.0,3,8.0,Relatively New,1710.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
9,house,sector 105,1.2,3.0,2.0,1,2.0,Old Property,1185.51,0.0,0.0,0.0,0.0,0.0,0.0,9.0
10,house,sector 26,4.5,3.0,3.0,2,2.0,Moderately Old,1350.0,1.0,1.0,0.0,0.0,0.0,0.0,70.0
11,house,sector 109,1.55,3.0,2.0,0,1.0,Relatively New,2360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,flat,sector 28,1.6,2.0,2.0,2,3.0,Relatively New,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
13,flat,sector 109,2.25,3.0,4.0,3,14.0,Relatively New,2339.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0
14,flat,sector 65,2.77,4.0,4.0,3+,3.0,Relatively New,2194.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0
15,house,sector 12,1.2,2.0,4.0,2,2.0,Relatively New,846.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0
16,flat,sector 92,1.55,3.0,4.0,3,16.0,Relatively New,1805.0,0.0,1.0,0.0,0.0,0.0,1.0,60.0
17,flat,sector 85,1.09,2.0,2.0,3,9.0,Relatively New,1638.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0
18,flat,sector 70a,1.15,2.0,2.0,3,4.0,New Property,1400.0,0.0,0.0,0.0,1.0,0.0,0.0,132.0
19,flat,sector 85,1.77,3.0,4.0,3+,7.0,New Property,2179.0,0.0,0.0,1.0,0.0,0.0,0.0,107.0
20,flat,sector 30,0.85,2.0,2.0,1,2.0,Old Property,734.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0
21,flat,sector 107,0.9,2.0,2.0,3+,10.0,Relatively New,1236.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0
22,flat,sector 3,1.2,2.0,2.0,3,0.0,Under Construction,1307.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
23,flat,sector 2,0.6,1.0,1.0,1,5.0,Moderately Old,665.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0
24,house,sector 41,9.0,8.0,5.0,3+,3.0,Old Property,3240.0,0.0,1.0,1.0,1.0,0.0,1.0,26.0
25,house,sector 41,7.0,7.0,7.0,3+,3.0,Moderately Old,2475.0,1.0,1.0,1.0,1.0,0.0,2.0,151.0
26,flat,sector 28,0.9,4.0,2.0,3+,1.0,Old Property,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,house,sector 4,0.4,1.0,1.0,0,1.0,Moderately Old,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,house,sector 109,5.65,4.0,4.0,3+,2.0,New Property,5400.0,0.0,1.0,0.0,0.0,1.0,1.0,44.0
29,flat,sector 62,2.15,2.0,2.0,3,31.0,Under Construction,1676.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
30,house,sector 49,4.4,6.0,6.0,3,3.0,Moderately Old,2880.0,1.0,1.0,1.0,1.0,0.0,2.0,110.0
31,flat,sector 81,0.64,2.0,2.0,3,12.0,Relatively New,1361.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0
32,flat,sector 65,2.86,3.0,3.0,3,45.0,Under Construction,2267.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0
33,flat,sector 66,3.5,3.0,3.0,3,7.0,Moderately Old,2125.0,0.0,1.0,1.0,0.0,0.0,1.0,149.0
34,house,sector 89,0.7,2.0,2.0,2,14.0,Under Construction,1297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,flat,sector 86,1.54,3.0,3.0,3+,15.0,Relatively New,1780.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
36,house,sector 48,8.25,4.0,4.0,3+,3.0,Relatively New,2160.0,0.0,1.0,1.0,0.0,0.0,1.0,160.0
37,house,sector 109,6.1,5.0,6.0,3+,2.0,Moderately Old,2430.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0
38,flat,sector 51,2.1,4.0,4.0,3,1.0,Relatively New,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
39,flat,sector 37,1.25,3.0,3.0,3,2.0,Relatively New,1563.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0
40,flat,sector 111,0.7,2.0,2.0,2,8.0,Relatively New,773.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
41,flat,sector 67,2.8,3.0,3.0,3,5.0,Moderately Old,2047.0,0.0,1.0,0.0,0.0,0.0,2.0,26.0
42,house,sector 28,5.5,4.0,3.0,3,2.0,Old Property,1800.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0
43,flat,sector 111,2.58,3.0,4.0,2,10.0,Moderately Old,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0
44,flat,sector 113,3.0,3.0,3.0,3+,3.0,Relatively New,2460.0,0.0,1.0,0.0,0.0,0.0,0.0,167.0
45,house,sector 13,1.25,3.0,6.0,2,3.0,Old Property,115.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
46,flat,sector 61,2.1,3.0,2.0,3,3.0,Under Construction,1534.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0
47,flat,sector 113,2.45,3.0,3.0,3,8.0,Relatively New,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
48,flat,sector 69,1.38,3.0,3.0,1,12.0,Relatively New,1709.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
49,flat,sector 89,1.71,3.0,2.0,0,3.0,Under Construction,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
50,flat,sector 67a,1.85,3.0,4.0,3,4.0,New Property,1941.0,1.0,0.0,1.0,0.0,0.0,1.0,150.0
51,flat,sector 37d,0.6,2.0,2.0,3,7.0,New Property,625.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
52,flat,sector 82,0.81,2.0,2.0,2,15.0,Relatively New,1176.0,0.0,0.0,0.0,0.0,0.0,1.0,117.0
53,flat,sector 53,5.6,3.0,3.0,3+,1.0,Under Construction,2617.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
54,flat,sector 74,1.5,2.0,2.0,3,17.0,Relatively New,1300.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0
55,flat,sector 37d,1.45,3.0,3.0,3,9.0,Relatively New,1639.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
56,flat,sector 108,1.65,3.0,4.0,3,3.0,Moderately Old,1771.32,1.0,0.0,0.0,0.0,0.0,1.0,75.0
57,flat,sector 52,0.45,1.0,1.0,0,0.0,Moderately Old,513.0,0.0,0.0,0.0,1.0,0.0,1.0,43.0
58,flat,sector 12,0.35,2.0,2.0,1,1.0,Moderately Old,737.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
59,house,sector 43,5.75,4.0,4.0,2,4.0,Under Construction,2430.0,0.0,1.0,1.0,0.0,0.0,2.0,153.0
60,flat,sector 85,1.12,2.0,2.0,3,10.0,Relatively New,1485.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
61,flat,sector 36,0.75,2.0,2.0,2,5.0,Relatively New,856.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
62,flat,sector 89,0.25,1.0,1.0,1,6.0,New Property,430.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
63,house,sector 4,0.67,3.0,2.0,1,1.0,Moderately Old,783.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0
64,flat,sector 2,0.56,1.0,1.0,2,6.0,Moderately Old,723.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
65,flat,sector 70a,1.75,3.0,4.0,3+,20.0,Relatively New,1706.0,0.0,0.0,0.0,0.0,1.0,2.0,49.0
66,house,sector 14,4.15,5.0,4.0,2,2.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0
67,flat,sector 67,3.4,3.0,4.0,3,17.0,Relatively New,2134.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
68,flat,sector 81,2.3,3.0,3.0,3+,19.0,Relatively New,1617.0,1.0,1.0,0.0,1.0,1.0,2.0,49.0
69,house,sector 25,7.6,2.0,9.0,3,4.0,Relatively New,1961.0,1.0,0.0,1.0,1.0,0.0,1.0,84.0
70,flat,sector 95,0.32,2.0,2.0,1,10.0,Relatively New,610.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0
71,flat,sector 102,0.45,1.0,1.0,2,6.0,Relatively New,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,house,sector 56,2.99,4.0,4.0,2,2.0,Moderately Old,1449.0,1.0,1.0,0.0,1.0,0.0,1.0,49.0
73,flat,sector 109,1.5,3.0,4.0,3+,4.0,Relatively New,1797.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0
74,house,sector 41,2.65,3.0,3.0,3,4.0,New Property,1400.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0
75,house,sector 3,1.5,7.0,2.0,0,1.0,Moderately Old,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,flat,sector 86,1.5,3.0,3.0,1,16.0,Relatively New,1719.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
77,flat,sector 48,9.3,4.0,4.0,3+,10.0,Moderately Old,3831.0,1.0,1.0,1.0,1.0,0.0,1.0,67.0
78,flat,sector 83,1.19,2.0,2.0,3,4.0,Relatively New,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
79,flat,sector 107,0.5,3.0,2.0,2,5.0,Relatively New,850.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0
80,flat,sector 104,1.4,3.0,2.0,2,4.0,Under Construction,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
81,flat,sector 88a,1.0,2.0,2.0,3,7.0,Relatively New,1611.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0
82,flat,sohna road,1.3,3.0,3.0,3+,10.0,Relatively New,1509.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
83,flat,sector 85,0.9,3.0,3.0,2,12.0,Relatively New,1402.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
84,house,sector 105,0.5,2.0,2.0,0,1.0,Moderately Old,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,flat,sector 83,1.15,3.0,3.0,2,3.0,Relatively New,1350.0,1.0,1.0,1.0,1.0,0.0,1.0,165.0
86,flat,sector 69,1.36,3.0,3.0,2,12.0,Relatively New,1428.0,0.0,0.0,0.0,1.0,0.0,1.0,49.0
87,flat,sector 102,1.4,2.0,2.0,3,0.0,Relatively New,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
88,house,sector 55,2.8,4.0,4.0,0,2.0,Old Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,house,sector 50,10.45,5.0,7.0,3+,3.0,Moderately Old,3240.0,1.0,1.0,0.0,1.0,1.0,1.0,153.0
90,flat,sector 84,0.34,2.0,2.0,1,1.0,Relatively New,537.0,0.0,0.0,1.0,0.0,0.0,1.0,84.0
91,flat,sector 84,0.39,2.0,2.0,0,5.0,Relatively New,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,house,sector 4,1.1,3.0,4.0,1,2.0,Moderately Old,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,flat,sohna road,0.35,2.0,2.0,2,12.0,New Property,521.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
94,flat,sector 91,1.75,4.0,3.0,3+,8.0,Relatively New,2107.0,1.0,1.0,1.0,1.0,0.0,0.0,128.0
95,flat,sector 49,2.1,3.0,3.0,3,9.0,Moderately Old,1604.25,0.0,0.0,0.0,1.0,0.0,1.0,132.0
96,flat,sector 48,3.65,3.0,3.0,3+,9.0,Relatively New,2395.0,0.0,0.0,0.0,0.0,1.0,1.0,157.0
97,flat,sohna road,0.95,2.0,2.0,3+,3.0,New Property,1175.97,1.0,0.0,0.0,0.0,0.0,0.0,89.0
98,flat,sector 69,1.29,3.0,3.0,1,12.0,Relatively New,1419.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0
99,house,sector 76,0.75,2.0,2.0,2,11.0,New Property,745.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
100,flat,sector 82a,1.85,3.0,3.0,3+,2.0,Relatively New,1668.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0
101,flat,sector 78,0.7,2.0,2.0,2,5.0,Moderately Old,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,flat,sector 95,0.32,2.0,2.0,1,9.0,Relatively New,610.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0
103,flat,manesar,0.85,3.0,3.0,2,2.0,Moderately Old,2556.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
104,flat,sector 93,1.25,4.0,4.0,3,16.0,Relatively New,2105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,flat,sector 7,0.54,2.0,2.0,1,3.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
106,flat,sector 71,0.79,2.0,2.0,2,8.0,Relatively New,1084.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
107,house,sector 25,10.0,5.0,5.0,3+,3.0,Moderately Old,9500.0,0.0,1.0,0.0,1.0,0.0,2.0,29.0
108,flat,sector 36,0.28,1.0,1.0,2,1.0,Relatively New,542.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0
109,flat,sector 56,1.71,3.0,3.0,3+,5.0,Moderately Old,2251.0,0.0,1.0,0.0,0.0,0.0,1.0,118.0
110,flat,sector 110,1.4,3.0,3.0,3,10.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0
111,flat,sector 67,3.65,3.0,4.0,3+,18.0,Relatively New,2490.0,0.0,1.0,0.0,1.0,0.0,1.0,61.0
112,flat,sector 107,0.6,3.0,2.0,2,8.0,Relatively New,750.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
113,flat,sector 69,1.44,3.0,3.0,2,1.0,Relatively New,1381.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0
114,flat,sector 113,2.37,4.0,4.0,3+,20.0,Under Construction,2060.0,1.0,0.0,0.0,0.0,0.0,0.0,143.0
115,flat,sector 104,0.2,1.0,2.0,2,3.0,New Property,334.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
116,flat,sector 33,1.5,2.0,2.0,3+,2.0,Under Construction,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
117,flat,sector 113,1.83,2.0,2.0,0,7.0,New Property,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
118,house,sector 4,3.2,3.0,3.0,2,2.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
119,flat,sector 88a,0.5,3.0,2.0,2,2.0,Under Construction,663.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
120,flat,sector 41,3.4,4.0,4.0,3,0.0,Old Property,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,flat,sector 102,4.55,4.0,4.0,3+,11.0,Relatively New,4630.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0
122,flat,sector 49,1.72,3.0,3.0,2,2.0,Old Property,2444.0,0.0,0.0,0.0,0.0,0.0,1.0,144.0
123,flat,sector 61,2.2,3.0,3.0,2,1.0,Under Construction,1778.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
124,flat,sector 82,0.63,2.0,2.0,3+,2.0,Relatively New,1026.0,1.0,0.0,0.0,0.0,0.0,0.0,110.0
125,flat,sector 37,1.4,3.0,3.0,3+,4.0,Relatively New,1890.0,0.0,1.0,0.0,0.0,0.0,0.0,149.0
126,flat,sector 70,1.13,3.0,3.0,2,1.0,Under Construction,1457.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
127,house,sector 104,1.95,3.0,5.0,3+,2.0,Moderately Old,920.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
128,flat,sector 70,1.75,3.0,5.0,0,0.0,Relatively New,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
129,flat,sector 103,2.45,4.0,4.0,3,11.0,Relatively New,2602.0,1.0,1.0,1.0,1.0,0.0,0.0,38.0
130,house,sector 82,4.7,3.0,3.0,3+,3.0,New Property,2160.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0
131,house,sector 28,0.7,2.0,2.0,0,2.0,Old Property,864.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
132,flat,sector 89,1.3,3.0,3.0,2,1.0,New Property,1179.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0
133,house,sector 109,6.5,4.0,4.0,3+,1.0,New Property,5400.0,0.0,1.0,0.0,0.0,0.0,1.0,160.0
134,flat,sector 37d,0.55,2.0,2.0,3,3.0,New Property,543.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
135,flat,sohna road,0.9,3.0,2.0,2,2.0,Under Construction,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
136,flat,sector 107,1.15,2.0,2.0,3,0.0,Relatively New,1281.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0
137,flat,sector 66,3.5,3.0,4.0,3,6.0,Relatively New,2150.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0
138,flat,sector 90,1.78,4.0,4.0,3+,8.0,Relatively New,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
139,flat,sector 43,2.5,3.0,2.0,3,5.0,Old Property,1674.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
140,house,sector 38,3.9,6.0,6.0,3+,3.0,Moderately Old,1836.0,1.0,1.0,0.0,1.0,0.0,0.0,32.0
141,house,sector 3,0.55,2.0,2.0,1,2.0,Moderately Old,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,flat,sector 37d,1.67,4.0,4.0,3,11.0,Relatively New,2091.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0
143,flat,sector 90,0.65,2.0,2.0,3,9.0,Relatively New,1050.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0
144,flat,sector 65,5.5,3.0,4.0,3,3.0,Relatively New,2803.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
145,flat,sector 90,2.05,4.0,4.0,3+,5.0,Relatively New,2005.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
146,house,sector 51,2.25,6.0,3.0,3+,3.0,Relatively New,900.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
147,house,sector 33,11.0,5.0,6.0,3,3.0,New Property,4125.0,1.0,1.0,0.0,0.0,0.0,0.0,58.0
148,flat,sector 102,1.41,2.0,2.0,3,0.0,Relatively New,1238.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
149,flat,sector 79,1.65,3.0,3.0,0,12.0,Relatively New,1815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,flat,sector 83,0.98,2.0,2.0,3,5.0,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0
151,flat,sector 14,2.2,3.0,4.0,3+,3.0,Old Property,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,flat,sector 86,1.5,3.0,3.0,1,15.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
153,house,sector 103,4.35,4.0,4.0,3+,2.0,Relatively New,3222.0,1.0,1.0,1.0,1.0,0.0,1.0,138.0
154,flat,sector 69,1.3,3.0,3.0,1,12.0,Relatively New,1419.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0
155,flat,sector 71,1.1,3.0,4.0,3,3.0,Moderately Old,1631.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0
156,flat,sector 82a,1.59,3.0,3.0,3+,5.0,Relatively New,1668.0,0.0,0.0,0.0,0.0,1.0,2.0,167.0
157,flat,sector 88a,1.65,3.0,3.0,3,12.0,New Property,1652.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
158,flat,sector 81,2.28,3.0,3.0,3+,14.0,Relatively New,1750.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0
159,flat,sector 90,1.6,4.0,4.0,3+,10.0,Relatively New,2139.0,0.0,1.0,0.0,1.0,0.0,0.0,88.0
160,flat,sector 90,1.21,3.0,3.0,3+,29.0,Relatively New,1581.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0
161,flat,sector 90,1.25,3.0,3.0,3,18.0,Moderately Old,1437.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
162,flat,sector 2,0.98,2.0,2.0,3,11.0,Moderately Old,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
163,flat,sector 108,0.93,2.0,3.0,3,10.0,Relatively New,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
164,flat,sector 61,2.24,3.0,3.0,2,3.0,New Property,1402.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0
165,flat,sector 56,1.55,3.0,3.0,3,5.0,Old Property,1810.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0
166,flat,sector 79,0.78,2.0,2.0,3+,17.0,Relatively New,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
167,flat,sector 113,1.93,3.0,3.0,2,8.0,Under Construction,1429.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
168,flat,sector 104,2.6,4.0,4.0,3+,16.0,Relatively New,3064.0,0.0,1.0,0.0,0.0,0.0,1.0,150.0
169,house,sector 112,7.46,4.0,4.0,3+,2.0,Relatively New,6350.0,0.0,1.0,0.0,1.0,0.0,1.0,62.0
170,flat,sector 22,4.8,4.0,6.0,3+,10.0,New Property,2778.0,0.0,1.0,0.0,1.0,0.0,2.0,49.0
171,flat,sector 108,0.97,2.0,2.0,3,10.0,Relatively New,1167.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
172,flat,sector 102,0.97,2.0,2.0,2,12.0,Relatively New,828.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
173,flat,sector 92,1.7,3.0,4.0,2,1.0,Under Construction,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
174,house,sector 26,6.75,3.0,3.0,3,2.0,Moderately Old,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
175,flat,sector 90,1.2,3.0,3.0,3+,8.0,Moderately Old,2144.0,0.0,1.0,0.0,1.0,0.0,0.0,59.0
176,flat,sector 70,1.65,3.0,5.0,3,6.0,Relatively New,1527.0,0.0,1.0,0.0,1.0,0.0,0.0,167.0
177,house,sector 13,1.5,2.0,7.0,3,4.0,Moderately Old,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,flat,sector 84,0.69,2.0,2.0,3+,8.0,Relatively New,1222.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0
179,flat,sector 85,1.2,2.0,2.0,3,15.0,Relatively New,1660.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
180,flat,sector 92,0.75,3.0,4.0,3,2.0,Moderately Old,1778.0,1.0,0.0,0.0,0.0,0.0,0.0,113.0
181,flat,sector 49,1.69,3.0,3.0,3,3.0,Moderately Old,2178.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0
182,flat,sector 67,4.5,4.0,4.0,3+,0.0,Relatively New,3160.0,0.0,1.0,0.0,1.0,0.0,1.0,42.0
183,house,sector 33,8.5,5.0,5.0,3+,3.0,New Property,4770.0,1.0,1.0,1.0,1.0,0.0,1.0,145.0
184,flat,sector 107,0.4,2.0,2.0,1,7.0,Relatively New,577.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0
185,flat,manesar,0.9,4.0,4.0,3,7.0,Moderately Old,2233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,flat,sector 52,5.0,5.0,7.0,3+,1.0,Moderately Old,5778.0,0.0,1.0,0.0,1.0,0.0,0.0,77.0
187,flat,sector 76,1.9,3.0,3.0,2,0.0,Under Construction,1513.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
188,flat,sector 84,1.24,3.0,3.0,3,8.0,Relatively New,1650.0,1.0,0.0,0.0,0.0,0.0,1.0,158.0
189,flat,sector 33,1.4,3.0,3.0,3,2.0,Under Construction,588.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
190,flat,sector 95,0.46,2.0,2.0,2,11.0,New Property,809.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0
191,flat,gwal pahari,1.38,2.0,2.0,2,4.0,Under Construction,1130.0,0.0,0.0,0.0,0.0,0.0,1.0,133.0
192,flat,sector 102,1.82,3.0,4.0,3+,15.0,Moderately Old,1757.0,0.0,1.0,0.0,0.0,0.0,0.0,125.0
193,flat,sohna road,0.4,2.0,2.0,3,12.0,New Property,661.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
194,flat,manesar,0.86,3.0,3.0,3+,3.0,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0
195,flat,sector 70,1.65,3.0,3.0,2,6.0,Relatively New,2167.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0
196,flat,sector 59,3.78,3.0,3.0,3,3.0,Under Construction,2550.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
197,flat,sector 102,1.42,3.0,3.0,3,7.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,0.0,128.0
198,flat,sector 109,1.4,3.0,3.0,3+,8.0,Relatively New,1466.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0
199,flat,sector 95,0.27,2.0,2.0,0,1.0,Relatively New,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,flat,sector 86,0.42,2.0,2.0,1,2.0,New Property,557.0,1.0,1.0,0.0,1.0,1.0,0.0,84.0
201,flat,sector 99,0.26,2.0,2.0,1,6.0,Relatively New,611.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0
202,flat,sector 95,0.4,3.0,2.0,2,6.0,Relatively New,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,flat,sector 56,2.05,4.0,4.0,3,7.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0
204,flat,sector 92,0.87,4.0,4.0,2,2.0,Moderately Old,1584.0,0.0,0.0,1.0,0.0,0.0,2.0,115.0
205,flat,sector 86,1.65,3.0,4.0,3,8.0,Relatively New,1715.0,0.0,1.0,0.0,0.0,0.0,0.0,124.0
206,house,sector 12,0.42,3.0,3.0,0,2.0,New Property,567.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
207,flat,sector 65,2.75,4.0,4.0,3,3.0,Relatively New,1975.0,1.0,1.0,0.0,0.0,0.0,1.0,113.0
